Year,Month,Station,Peak,Traffic
2010,9,Addison Road,AM Peak,2303.7
2010,10,Addison Road,AM Peak,2298
2010,11,Addison Road,AM Peak,2173.5
2010,12,Addison Road,AM Peak,1956.5
2011,1,Addison Road,AM Peak,2037.1
2011,2,Addison Road,AM Peak,2231.5
2011,3,Addison Road,AM Peak,2268.1
2011,4,Addison Road,AM Peak,2198
2011,5,Addison Road,AM Peak,2260.8
2011,6,Addison Road,AM Peak,2248.2
2011,7,Addison Road,AM Peak,2249.7
2011,8,Addison Road,AM Peak,2262.4
2011,9,Addison Road,AM Peak,2323.7
2011,10,Addison Road,AM Peak,2195
2011,11,Addison Road,AM Peak,2225.6
2011,12,Addison Road,AM Peak,1819.8
2012,1,Addison Road,AM Peak,2173.6
2012,2,Addison Road,AM Peak,2217.4
2012,3,Addison Road,AM Peak,2214
2012,4,Addison Road,AM Peak,2109.2
2012,5,Addison Road,AM Peak,2128.5
2012,6,Addison Road,AM Peak,2105.1
2012,7,Addison Road,AM Peak,2051.6
2012,8,Addison Road,AM Peak,1993.7
2012,9,Addison Road,AM Peak,2105.6
2012,10,Addison Road,AM Peak,2094.8
2012,11,Addison Road,AM Peak,1980.5
2012,12,Addison Road,AM Peak,1756
2013,1,Addison Road,AM Peak,1931.5
2013,2,Addison Road,AM Peak,2058.1
2013,3,Addison Road,AM Peak,1947.1
2013,4,Addison Road,AM Peak,2061.4
2013,5,Addison Road,AM Peak,2068.1
2013,6,Addison Road,AM Peak,2045.8
2013,7,Addison Road,AM Peak,2004.5
2013,8,Addison Road,AM Peak,2014.9
2013,9,Addison Road,AM Peak,2169.6
2013,10,Addison Road,AM Peak,1906
2013,11,Addison Road,AM Peak,1990.2
2013,12,Addison Road,AM Peak,1748
2014,1,Addison Road,AM Peak,1728.1
2014,2,Addison Road,AM Peak,1815.8
2014,3,Addison Road,AM Peak,1787.6
2014,4,Addison Road,AM Peak,2005.2
2014,5,Addison Road,AM Peak,2016
2014,6,Addison Road,AM Peak,2046.7
2014,7,Addison Road,AM Peak,2029.5
2014,8,Addison Road,AM Peak,1994.7
2014,9,Addison Road,AM Peak,2169.8
2014,10,Addison Road,AM Peak,2162
2014,11,Addison Road,AM Peak,2031.1
2014,12,Addison Road,AM Peak,1827.1
2010,9,Anacostia,AM Peak,3141
2010,10,Anacostia,AM Peak,3136.8
2010,11,Anacostia,AM Peak,3054.9
2010,12,Anacostia,AM Peak,2724.9
2011,1,Anacostia,AM Peak,2905.8
2011,2,Anacostia,AM Peak,3181.1
2011,3,Anacostia,AM Peak,3145.7
2011,4,Anacostia,AM Peak,2948.2
2011,5,Anacostia,AM Peak,3072
2011,6,Anacostia,AM Peak,2990.1
2011,7,Anacostia,AM Peak,2956.6
2011,8,Anacostia,AM Peak,2775.6
2011,9,Anacostia,AM Peak,3236.1
2011,10,Anacostia,AM Peak,3221.9
2011,11,Anacostia,AM Peak,3087.9
2011,12,Anacostia,AM Peak,2796.6
2012,1,Anacostia,AM Peak,3070.2
2012,2,Anacostia,AM Peak,3150.7
2012,3,Anacostia,AM Peak,3171.4
2012,4,Anacostia,AM Peak,2935.1
2012,5,Anacostia,AM Peak,3108.5
2012,6,Anacostia,AM Peak,2888.9
2012,7,Anacostia,AM Peak,2823.2
2012,8,Anacostia,AM Peak,2682.7
2012,9,Anacostia,AM Peak,3193.6
2012,10,Anacostia,AM Peak,3041.3
2012,11,Anacostia,AM Peak,2987.3
2012,12,Anacostia,AM Peak,2655.7
2013,1,Anacostia,AM Peak,2860.6
2013,2,Anacostia,AM Peak,3079.8
2013,3,Anacostia,AM Peak,2965.4
2013,4,Anacostia,AM Peak,2977.9
2013,5,Anacostia,AM Peak,3129.9
2013,6,Anacostia,AM Peak,2797
2013,7,Anacostia,AM Peak,2794.5
2013,8,Anacostia,AM Peak,2688.1
2013,9,Anacostia,AM Peak,3156.7
2013,10,Anacostia,AM Peak,2834.7
2013,11,Anacostia,AM Peak,2882.1
2013,12,Anacostia,AM Peak,2515.5
2014,1,Anacostia,AM Peak,2598.3
2014,2,Anacostia,AM Peak,2759.7
2014,3,Anacostia,AM Peak,2697.9
2014,4,Anacostia,AM Peak,2885.2
2014,5,Anacostia,AM Peak,2938.4
2014,6,Anacostia,AM Peak,2832.7
2014,7,Anacostia,AM Peak,2973
2014,8,Anacostia,AM Peak,2861.3
2014,9,Anacostia,AM Peak,3266
2014,10,Anacostia,AM Peak,3202.4
2014,11,Anacostia,AM Peak,3014.1
2014,12,Anacostia,AM Peak,2691.8
2010,9,Archives-Navy Memorial,AM Peak,366.3
2010,10,Archives-Navy Memorial,AM Peak,355.9
2010,11,Archives-Navy Memorial,AM Peak,346.7
2010,12,Archives-Navy Memorial,AM Peak,320.6
2011,1,Archives-Navy Memorial,AM Peak,357.3
2011,2,Archives-Navy Memorial,AM Peak,377.7
2011,3,Archives-Navy Memorial,AM Peak,390
2011,4,Archives-Navy Memorial,AM Peak,375.5
2011,5,Archives-Navy Memorial,AM Peak,383.4
2011,6,Archives-Navy Memorial,AM Peak,393.7
2011,7,Archives-Navy Memorial,AM Peak,399.9
2011,8,Archives-Navy Memorial,AM Peak,360.9
2011,9,Archives-Navy Memorial,AM Peak,389.6
2011,10,Archives-Navy Memorial,AM Peak,382.5
2011,11,Archives-Navy Memorial,AM Peak,391.2
2011,12,Archives-Navy Memorial,AM Peak,339.3
2012,1,Archives-Navy Memorial,AM Peak,379.2
2012,2,Archives-Navy Memorial,AM Peak,392.7
2012,3,Archives-Navy Memorial,AM Peak,396.7
2012,4,Archives-Navy Memorial,AM Peak,393.2
2012,5,Archives-Navy Memorial,AM Peak,397.3
2012,6,Archives-Navy Memorial,AM Peak,413.8
2012,7,Archives-Navy Memorial,AM Peak,406.4
2012,8,Archives-Navy Memorial,AM Peak,414.7
2012,9,Archives-Navy Memorial,AM Peak,424.1
2012,10,Archives-Navy Memorial,AM Peak,419.8
2012,11,Archives-Navy Memorial,AM Peak,404.8
2012,12,Archives-Navy Memorial,AM Peak,363.5
2013,1,Archives-Navy Memorial,AM Peak,417.5
2013,2,Archives-Navy Memorial,AM Peak,430.8
2013,3,Archives-Navy Memorial,AM Peak,400.8
2013,4,Archives-Navy Memorial,AM Peak,398.8
2013,5,Archives-Navy Memorial,AM Peak,396
2013,6,Archives-Navy Memorial,AM Peak,386.8
2013,7,Archives-Navy Memorial,AM Peak,410.1
2013,8,Archives-Navy Memorial,AM Peak,375.4
2013,9,Archives-Navy Memorial,AM Peak,394.2
2013,10,Archives-Navy Memorial,AM Peak,366.8
2013,11,Archives-Navy Memorial,AM Peak,361.1
2013,12,Archives-Navy Memorial,AM Peak,330.7
2014,1,Archives-Navy Memorial,AM Peak,354.8
2014,2,Archives-Navy Memorial,AM Peak,354.4
2014,3,Archives-Navy Memorial,AM Peak,357.7
2014,4,Archives-Navy Memorial,AM Peak,385.8
2014,5,Archives-Navy Memorial,AM Peak,388
2014,6,Archives-Navy Memorial,AM Peak,396.6
2014,7,Archives-Navy Memorial,AM Peak,385.4
2014,8,Archives-Navy Memorial,AM Peak,365.2
2014,9,Archives-Navy Memorial,AM Peak,388.1
2014,10,Archives-Navy Memorial,AM Peak,373.4
2014,11,Archives-Navy Memorial,AM Peak,366.4
2014,12,Archives-Navy Memorial,AM Peak,331.3
2010,9,Arlington Cemetery,AM Peak,11
2010,10,Arlington Cemetery,AM Peak,12.7
2010,11,Arlington Cemetery,AM Peak,11.8
2010,12,Arlington Cemetery,AM Peak,19.1
2011,1,Arlington Cemetery,AM Peak,10.5
2011,2,Arlington Cemetery,AM Peak,12.5
2011,3,Arlington Cemetery,AM Peak,16.3
2011,4,Arlington Cemetery,AM Peak,20.3
2011,5,Arlington Cemetery,AM Peak,14.9
2011,6,Arlington Cemetery,AM Peak,21.9
2011,7,Arlington Cemetery,AM Peak,25.2
2011,8,Arlington Cemetery,AM Peak,19.8
2011,9,Arlington Cemetery,AM Peak,14.1
2011,10,Arlington Cemetery,AM Peak,17.2
2011,11,Arlington Cemetery,AM Peak,13.2
2011,12,Arlington Cemetery,AM Peak,11.3
2012,1,Arlington Cemetery,AM Peak,9.6
2012,2,Arlington Cemetery,AM Peak,11.9
2012,3,Arlington Cemetery,AM Peak,23.1
2012,4,Arlington Cemetery,AM Peak,20.8
2012,5,Arlington Cemetery,AM Peak,20.4
2012,6,Arlington Cemetery,AM Peak,22.3
2012,7,Arlington Cemetery,AM Peak,27.4
2012,8,Arlington Cemetery,AM Peak,18
2012,9,Arlington Cemetery,AM Peak,17.7
2012,10,Arlington Cemetery,AM Peak,15.3
2012,11,Arlington Cemetery,AM Peak,11.3
2012,12,Arlington Cemetery,AM Peak,7.1
2013,1,Arlington Cemetery,AM Peak,7.4
2013,2,Arlington Cemetery,AM Peak,10
2013,3,Arlington Cemetery,AM Peak,15
2013,4,Arlington Cemetery,AM Peak,20.9
2013,5,Arlington Cemetery,AM Peak,17.8
2013,6,Arlington Cemetery,AM Peak,16.9
2013,7,Arlington Cemetery,AM Peak,19.8
2013,8,Arlington Cemetery,AM Peak,16.2
2013,9,Arlington Cemetery,AM Peak,15.7
2013,10,Arlington Cemetery,AM Peak,11.5
2013,11,Arlington Cemetery,AM Peak,13.7
2013,12,Arlington Cemetery,AM Peak,8.2
2014,1,Arlington Cemetery,AM Peak,10.9
2014,2,Arlington Cemetery,AM Peak,9.7
2014,3,Arlington Cemetery,AM Peak,13.1
2014,4,Arlington Cemetery,AM Peak,18.9
2014,5,Arlington Cemetery,AM Peak,21.3
2014,6,Arlington Cemetery,AM Peak,23.4
2014,7,Arlington Cemetery,AM Peak,27.2
2014,8,Arlington Cemetery,AM Peak,16.7
2014,9,Arlington Cemetery,AM Peak,15
2014,10,Arlington Cemetery,AM Peak,16
2014,11,Arlington Cemetery,AM Peak,14.7
2014,12,Arlington Cemetery,AM Peak,9.1
2010,9,Ballston,AM Peak,4584.1
2010,10,Ballston,AM Peak,4703.4
2010,11,Ballston,AM Peak,4415.8
2010,12,Ballston,AM Peak,3948.4
2011,1,Ballston,AM Peak,4458
2011,2,Ballston,AM Peak,4708.9
2011,3,Ballston,AM Peak,4724.9
2011,4,Ballston,AM Peak,4612.1
2011,5,Ballston,AM Peak,4546.7
2011,6,Ballston,AM Peak,4795.1
2011,7,Ballston,AM Peak,4578.6
2011,8,Ballston,AM Peak,4339.1
2011,9,Ballston,AM Peak,4569.9
2011,10,Ballston,AM Peak,4688.5
2011,11,Ballston,AM Peak,4510
2011,12,Ballston,AM Peak,3992.4
2012,1,Ballston,AM Peak,4614.3
2012,2,Ballston,AM Peak,4688.3
2012,3,Ballston,AM Peak,4653.4
2012,4,Ballston,AM Peak,4575
2012,5,Ballston,AM Peak,4550.5
2012,6,Ballston,AM Peak,4662.7
2012,7,Ballston,AM Peak,4423.4
2012,8,Ballston,AM Peak,4209.5
2012,9,Ballston,AM Peak,4577.7
2012,10,Ballston,AM Peak,4596.4
2012,11,Ballston,AM Peak,4315.3
2012,12,Ballston,AM Peak,3728.5
2013,1,Ballston,AM Peak,4407.4
2013,2,Ballston,AM Peak,4604.3
2013,3,Ballston,AM Peak,4367.1
2013,4,Ballston,AM Peak,4651.8
2013,5,Ballston,AM Peak,4497.6
2013,6,Ballston,AM Peak,4721.1
2013,7,Ballston,AM Peak,4525
2013,8,Ballston,AM Peak,4228.5
2013,9,Ballston,AM Peak,4536
2013,10,Ballston,AM Peak,4241.2
2013,11,Ballston,AM Peak,4356.6
2013,12,Ballston,AM Peak,3638.2
2014,1,Ballston,AM Peak,4202.7
2014,2,Ballston,AM Peak,4362.9
2014,3,Ballston,AM Peak,4267.4
2014,4,Ballston,AM Peak,4624
2014,5,Ballston,AM Peak,4533.4
2014,6,Ballston,AM Peak,4606.8
2014,7,Ballston,AM Peak,4550.6
2014,8,Ballston,AM Peak,4344.3
2014,9,Ballston,AM Peak,4675.9
2014,10,Ballston,AM Peak,4733.4
2014,11,Ballston,AM Peak,4377.7
2014,12,Ballston,AM Peak,3787.8
2010,9,Benning Road,AM Peak,1650.2
2010,10,Benning Road,AM Peak,1652.3
2010,11,Benning Road,AM Peak,1602.2
2010,12,Benning Road,AM Peak,1419.7
2011,1,Benning Road,AM Peak,1499
2011,2,Benning Road,AM Peak,1593.4
2011,3,Benning Road,AM Peak,1646.5
2011,4,Benning Road,AM Peak,1508.7
2011,5,Benning Road,AM Peak,1621.3
2011,6,Benning Road,AM Peak,1502.1
2011,7,Benning Road,AM Peak,1516.2
2011,8,Benning Road,AM Peak,1400.3
2011,9,Benning Road,AM Peak,1626.9
2011,10,Benning Road,AM Peak,1681.5
2011,11,Benning Road,AM Peak,1651.9
2011,12,Benning Road,AM Peak,1445.9
2012,1,Benning Road,AM Peak,1602.1
2012,2,Benning Road,AM Peak,1621
2012,3,Benning Road,AM Peak,1623.4
2012,4,Benning Road,AM Peak,1515.5
2012,5,Benning Road,AM Peak,1579.1
2012,6,Benning Road,AM Peak,1503.4
2012,7,Benning Road,AM Peak,1499.8
2012,8,Benning Road,AM Peak,1386.9
2012,9,Benning Road,AM Peak,1656.9
2012,10,Benning Road,AM Peak,1570
2012,11,Benning Road,AM Peak,1615.6
2012,12,Benning Road,AM Peak,1464.9
2013,1,Benning Road,AM Peak,1574
2013,2,Benning Road,AM Peak,1674.3
2013,3,Benning Road,AM Peak,1604.1
2013,4,Benning Road,AM Peak,1551
2013,5,Benning Road,AM Peak,1626.5
2013,6,Benning Road,AM Peak,1524.4
2013,7,Benning Road,AM Peak,1531.4
2013,8,Benning Road,AM Peak,1439.7
2013,9,Benning Road,AM Peak,1717.1
2013,10,Benning Road,AM Peak,1597.7
2013,11,Benning Road,AM Peak,1625.7
2013,12,Benning Road,AM Peak,1392.7
2014,1,Benning Road,AM Peak,1458.6
2014,2,Benning Road,AM Peak,1559.8
2014,3,Benning Road,AM Peak,1545
2014,4,Benning Road,AM Peak,1617
2014,5,Benning Road,AM Peak,1652.4
2014,6,Benning Road,AM Peak,1574.4
2014,7,Benning Road,AM Peak,1595
2014,8,Benning Road,AM Peak,1498.9
2014,9,Benning Road,AM Peak,1729.5
2014,10,Benning Road,AM Peak,1685.5
2014,11,Benning Road,AM Peak,1631
2014,12,Benning Road,AM Peak,1452.7
2010,9,Bethesda,AM Peak,3265.1
2010,10,Bethesda,AM Peak,3328.5
2010,11,Bethesda,AM Peak,3144.7
2010,12,Bethesda,AM Peak,2833.3
2011,1,Bethesda,AM Peak,3163.7
2011,2,Bethesda,AM Peak,3389.1
2011,3,Bethesda,AM Peak,3447.7
2011,4,Bethesda,AM Peak,3299
2011,5,Bethesda,AM Peak,3346.1
2011,6,Bethesda,AM Peak,3441.9
2011,7,Bethesda,AM Peak,3331.5
2011,8,Bethesda,AM Peak,2962
2011,9,Bethesda,AM Peak,3335.4
2011,10,Bethesda,AM Peak,3445.3
2011,11,Bethesda,AM Peak,3316
2011,12,Bethesda,AM Peak,2857.6
2012,1,Bethesda,AM Peak,3278.1
2012,2,Bethesda,AM Peak,3329.6
2012,3,Bethesda,AM Peak,3439.4
2012,4,Bethesda,AM Peak,3319.3
2012,5,Bethesda,AM Peak,3340.6
2012,6,Bethesda,AM Peak,3465.2
2012,7,Bethesda,AM Peak,3316.7
2012,8,Bethesda,AM Peak,2920.8
2012,9,Bethesda,AM Peak,3241.4
2012,10,Bethesda,AM Peak,3274.2
2012,11,Bethesda,AM Peak,3080.5
2012,12,Bethesda,AM Peak,2627.3
2013,1,Bethesda,AM Peak,3133.8
2013,2,Bethesda,AM Peak,3324.8
2013,3,Bethesda,AM Peak,3059.9
2013,4,Bethesda,AM Peak,3382.2
2013,5,Bethesda,AM Peak,3228.4
2013,6,Bethesda,AM Peak,3417.6
2013,7,Bethesda,AM Peak,3221.1
2013,8,Bethesda,AM Peak,2875.3
2013,9,Bethesda,AM Peak,3283.3
2013,10,Bethesda,AM Peak,3010.6
2013,11,Bethesda,AM Peak,3066.8
2013,12,Bethesda,AM Peak,2551.7
2014,1,Bethesda,AM Peak,2968
2014,2,Bethesda,AM Peak,3062.3
2014,3,Bethesda,AM Peak,3047.4
2014,4,Bethesda,AM Peak,3235.4
2014,5,Bethesda,AM Peak,3335.5
2014,6,Bethesda,AM Peak,3410.2
2014,7,Bethesda,AM Peak,3339.5
2014,8,Bethesda,AM Peak,3014.7
2014,9,Bethesda,AM Peak,3360.9
2014,10,Bethesda,AM Peak,3351.7
2014,11,Bethesda,AM Peak,3162.4
2014,12,Bethesda,AM Peak,2734.2
2010,9,Braddock Road,AM Peak,2564.7
2010,10,Braddock Road,AM Peak,2597.8
2010,11,Braddock Road,AM Peak,2488
2010,12,Braddock Road,AM Peak,2227.7
2011,1,Braddock Road,AM Peak,2548.6
2011,2,Braddock Road,AM Peak,2657.7
2011,3,Braddock Road,AM Peak,2711.9
2011,4,Braddock Road,AM Peak,2689.2
2011,5,Braddock Road,AM Peak,2666.9
2011,6,Braddock Road,AM Peak,2808
2011,7,Braddock Road,AM Peak,2664.5
2011,8,Braddock Road,AM Peak,2419
2011,9,Braddock Road,AM Peak,2608.6
2011,10,Braddock Road,AM Peak,2729.2
2011,11,Braddock Road,AM Peak,2596.1
2011,12,Braddock Road,AM Peak,2294.6
2012,1,Braddock Road,AM Peak,2634.1
2012,2,Braddock Road,AM Peak,2666.1
2012,3,Braddock Road,AM Peak,2650
2012,4,Braddock Road,AM Peak,2571
2012,5,Braddock Road,AM Peak,2554.4
2012,6,Braddock Road,AM Peak,2615.8
2012,7,Braddock Road,AM Peak,2484.8
2012,8,Braddock Road,AM Peak,2360.8
2012,9,Braddock Road,AM Peak,2541.7
2012,10,Braddock Road,AM Peak,2551.9
2012,11,Braddock Road,AM Peak,2389.3
2012,12,Braddock Road,AM Peak,2080.6
2013,1,Braddock Road,AM Peak,2486
2013,2,Braddock Road,AM Peak,2588.3
2013,3,Braddock Road,AM Peak,2467.7
2013,4,Braddock Road,AM Peak,2582.6
2013,5,Braddock Road,AM Peak,2526.3
2013,6,Braddock Road,AM Peak,2658.1
2013,7,Braddock Road,AM Peak,2533.5
2013,8,Braddock Road,AM Peak,2433.7
2013,9,Braddock Road,AM Peak,2642.5
2013,10,Braddock Road,AM Peak,2470.8
2013,11,Braddock Road,AM Peak,2547.4
2013,12,Braddock Road,AM Peak,2100
2014,1,Braddock Road,AM Peak,2410.3
2014,2,Braddock Road,AM Peak,2487.5
2014,3,Braddock Road,AM Peak,2477.8
2014,4,Braddock Road,AM Peak,2704.5
2014,5,Braddock Road,AM Peak,2660
2014,6,Braddock Road,AM Peak,2747
2014,7,Braddock Road,AM Peak,2705.3
2014,8,Braddock Road,AM Peak,2564.7
2014,9,Braddock Road,AM Peak,2766.5
2014,10,Braddock Road,AM Peak,2792.8
2014,11,Braddock Road,AM Peak,2628.2
2014,12,Braddock Road,AM Peak,2313.1
2010,9,Branch Avenue,AM Peak,5025.6
2010,10,Branch Avenue,AM Peak,5035.1
2010,11,Branch Avenue,AM Peak,4696.7
2010,12,Branch Avenue,AM Peak,4269.1
2011,1,Branch Avenue,AM Peak,4520.4
2011,2,Branch Avenue,AM Peak,4800.2
2011,3,Branch Avenue,AM Peak,4950.5
2011,4,Branch Avenue,AM Peak,4828
2011,5,Branch Avenue,AM Peak,4900.4
2011,6,Branch Avenue,AM Peak,5056.2
2011,7,Branch Avenue,AM Peak,4938.5
2011,8,Branch Avenue,AM Peak,4796.5
2011,9,Branch Avenue,AM Peak,5006.7
2011,10,Branch Avenue,AM Peak,5092.2
2011,11,Branch Avenue,AM Peak,4883.1
2011,12,Branch Avenue,AM Peak,4489.6
2012,1,Branch Avenue,AM Peak,4867.5
2012,2,Branch Avenue,AM Peak,4968.7
2012,3,Branch Avenue,AM Peak,5003.6
2012,4,Branch Avenue,AM Peak,4867.8
2012,5,Branch Avenue,AM Peak,4922.1
2012,6,Branch Avenue,AM Peak,5019.6
2012,7,Branch Avenue,AM Peak,4845.3
2012,8,Branch Avenue,AM Peak,4693.6
2012,9,Branch Avenue,AM Peak,4896.6
2012,10,Branch Avenue,AM Peak,4930.5
2012,11,Branch Avenue,AM Peak,4638.6
2012,12,Branch Avenue,AM Peak,4090.7
2013,1,Branch Avenue,AM Peak,4552.5
2013,2,Branch Avenue,AM Peak,4867.9
2013,3,Branch Avenue,AM Peak,4561
2013,4,Branch Avenue,AM Peak,4862
2013,5,Branch Avenue,AM Peak,4883
2013,6,Branch Avenue,AM Peak,4971.3
2013,7,Branch Avenue,AM Peak,4774.8
2013,8,Branch Avenue,AM Peak,4689.6
2013,9,Branch Avenue,AM Peak,5028
2013,10,Branch Avenue,AM Peak,4261.1
2013,11,Branch Avenue,AM Peak,4660.6
2013,12,Branch Avenue,AM Peak,3952.7
2014,1,Branch Avenue,AM Peak,4125.5
2014,2,Branch Avenue,AM Peak,4279.8
2014,3,Branch Avenue,AM Peak,4329.3
2014,4,Branch Avenue,AM Peak,4740
2014,5,Branch Avenue,AM Peak,4685.9
2014,6,Branch Avenue,AM Peak,4864.4
2014,7,Branch Avenue,AM Peak,4793.6
2014,8,Branch Avenue,AM Peak,4546.8
2014,9,Branch Avenue,AM Peak,4845
2014,10,Branch Avenue,AM Peak,4753.7
2014,11,Branch Avenue,AM Peak,4453.8
2014,12,Branch Avenue,AM Peak,3964.5
2010,9,Brookland,AM Peak,2054
2010,10,Brookland,AM Peak,2042.9
2010,11,Brookland,AM Peak,1958
2010,12,Brookland,AM Peak,1670
2011,1,Brookland,AM Peak,1890.9
2011,2,Brookland,AM Peak,2069.8
2011,3,Brookland,AM Peak,2088.9
2011,4,Brookland,AM Peak,2000.5
2011,5,Brookland,AM Peak,2049.6
2011,6,Brookland,AM Peak,2268.2
2011,7,Brookland,AM Peak,2246.8
2011,8,Brookland,AM Peak,1907.8
2011,9,Brookland,AM Peak,2153
2011,10,Brookland,AM Peak,2159.5
2011,11,Brookland,AM Peak,2120.6
2011,12,Brookland,AM Peak,1820
2012,1,Brookland,AM Peak,2146.9
2012,2,Brookland,AM Peak,2194.1
2012,3,Brookland,AM Peak,2180.4
2012,4,Brookland,AM Peak,2036.2
2012,5,Brookland,AM Peak,2110.3
2012,6,Brookland,AM Peak,2214
2012,7,Brookland,AM Peak,2136.2
2012,8,Brookland,AM Peak,1880.2
2012,9,Brookland,AM Peak,2193.4
2012,10,Brookland,AM Peak,2071.7
2012,11,Brookland,AM Peak,2089.9
2012,12,Brookland,AM Peak,1784.5
2013,1,Brookland,AM Peak,2090
2013,2,Brookland,AM Peak,2231.8
2013,3,Brookland,AM Peak,2098.1
2013,4,Brookland,AM Peak,2153
2013,5,Brookland,AM Peak,2172.6
2013,6,Brookland,AM Peak,2248.3
2013,7,Brookland,AM Peak,2102.7
2013,8,Brookland,AM Peak,1922.9
2013,9,Brookland,AM Peak,2187.9
2013,10,Brookland,AM Peak,2069.8
2013,11,Brookland,AM Peak,2090.4
2013,12,Brookland,AM Peak,1704.3
2014,1,Brookland,AM Peak,1932.7
2014,2,Brookland,AM Peak,2053.9
2014,3,Brookland,AM Peak,2006.8
2014,4,Brookland,AM Peak,2179.3
2014,5,Brookland,AM Peak,2217.3
2014,6,Brookland,AM Peak,2327
2014,7,Brookland,AM Peak,2266.6
2014,8,Brookland,AM Peak,2036.3
2014,9,Brookland,AM Peak,2356.7
2014,10,Brookland,AM Peak,2318.1
2014,11,Brookland,AM Peak,2212.6
2014,12,Brookland,AM Peak,1870.6
2010,9,Capitol Heights,AM Peak,1235.7
2010,10,Capitol Heights,AM Peak,1250.8
2010,11,Capitol Heights,AM Peak,1230.1
2010,12,Capitol Heights,AM Peak,1116.9
2011,1,Capitol Heights,AM Peak,1150.6
2011,2,Capitol Heights,AM Peak,1249.1
2011,3,Capitol Heights,AM Peak,1285
2011,4,Capitol Heights,AM Peak,1226.7
2011,5,Capitol Heights,AM Peak,1270.5
2011,6,Capitol Heights,AM Peak,1216.6
2011,7,Capitol Heights,AM Peak,1218.1
2011,8,Capitol Heights,AM Peak,1140.8
2011,9,Capitol Heights,AM Peak,1258.4
2011,10,Capitol Heights,AM Peak,1258.7
2011,11,Capitol Heights,AM Peak,1242.1
2011,12,Capitol Heights,AM Peak,1133.6
2012,1,Capitol Heights,AM Peak,1213.7
2012,2,Capitol Heights,AM Peak,1238
2012,3,Capitol Heights,AM Peak,1264.1
2012,4,Capitol Heights,AM Peak,1202.7
2012,5,Capitol Heights,AM Peak,1260.4
2012,6,Capitol Heights,AM Peak,1204
2012,7,Capitol Heights,AM Peak,1160.4
2012,8,Capitol Heights,AM Peak,1125.8
2012,9,Capitol Heights,AM Peak,1246.5
2012,10,Capitol Heights,AM Peak,1194.2
2012,11,Capitol Heights,AM Peak,1185.7
2012,12,Capitol Heights,AM Peak,1047.4
2013,1,Capitol Heights,AM Peak,1122.9
2013,2,Capitol Heights,AM Peak,1212.2
2013,3,Capitol Heights,AM Peak,1147.4
2013,4,Capitol Heights,AM Peak,1211.6
2013,5,Capitol Heights,AM Peak,1242.3
2013,6,Capitol Heights,AM Peak,1170.5
2013,7,Capitol Heights,AM Peak,1144.3
2013,8,Capitol Heights,AM Peak,1106.7
2013,9,Capitol Heights,AM Peak,1250
2013,10,Capitol Heights,AM Peak,1126.2
2013,11,Capitol Heights,AM Peak,1204.4
2013,12,Capitol Heights,AM Peak,1040.3
2014,1,Capitol Heights,AM Peak,1074.1
2014,2,Capitol Heights,AM Peak,1138.5
2014,3,Capitol Heights,AM Peak,1146.3
2014,4,Capitol Heights,AM Peak,1233.8
2014,5,Capitol Heights,AM Peak,1253.9
2014,6,Capitol Heights,AM Peak,1208.2
2014,7,Capitol Heights,AM Peak,1198.2
2014,8,Capitol Heights,AM Peak,1119.9
2014,9,Capitol Heights,AM Peak,1286.5
2014,10,Capitol Heights,AM Peak,1267.7
2014,11,Capitol Heights,AM Peak,1199.6
2014,12,Capitol Heights,AM Peak,1089.8
2010,9,Capitol South,AM Peak,907.1
2010,10,Capitol South,AM Peak,899.5
2010,11,Capitol South,AM Peak,836.6
2010,12,Capitol South,AM Peak,725.2
2011,1,Capitol South,AM Peak,840.4
2011,2,Capitol South,AM Peak,890.9
2011,3,Capitol South,AM Peak,764.4
2011,4,Capitol South,AM Peak,842
2011,5,Capitol South,AM Peak,863.4
2011,6,Capitol South,AM Peak,940.1
2011,7,Capitol South,AM Peak,910.2
2011,8,Capitol South,AM Peak,782.7
2011,9,Capitol South,AM Peak,864.5
2011,10,Capitol South,AM Peak,885.7
2011,11,Capitol South,AM Peak,843
2011,12,Capitol South,AM Peak,705.3
2012,1,Capitol South,AM Peak,870.5
2012,2,Capitol South,AM Peak,908.9
2012,3,Capitol South,AM Peak,917.5
2012,4,Capitol South,AM Peak,890.3
2012,5,Capitol South,AM Peak,828.6
2012,6,Capitol South,AM Peak,910.8
2012,7,Capitol South,AM Peak,883.2
2012,8,Capitol South,AM Peak,766.7
2012,9,Capitol South,AM Peak,920.8
2012,10,Capitol South,AM Peak,908.3
2012,11,Capitol South,AM Peak,846.2
2012,12,Capitol South,AM Peak,729.5
2013,1,Capitol South,AM Peak,904.8
2013,2,Capitol South,AM Peak,956.4
2013,3,Capitol South,AM Peak,891.1
2013,4,Capitol South,AM Peak,896.6
2013,5,Capitol South,AM Peak,907.1
2013,6,Capitol South,AM Peak,967.5
2013,7,Capitol South,AM Peak,905.4
2013,8,Capitol South,AM Peak,777.5
2013,9,Capitol South,AM Peak,917.7
2013,10,Capitol South,AM Peak,831.4
2013,11,Capitol South,AM Peak,891.3
2013,12,Capitol South,AM Peak,684.9
2014,1,Capitol South,AM Peak,839.9
2014,2,Capitol South,AM Peak,889.9
2014,3,Capitol South,AM Peak,862.8
2014,4,Capitol South,AM Peak,894.3
2014,5,Capitol South,AM Peak,870.5
2014,6,Capitol South,AM Peak,914.2
