Year,Month,Station,Peak,Traffic
2011,9,Gallery Place-Chinatown,AM Peak,1744.1
2011,10,Gallery Place-Chinatown,AM Peak,1799.6
2011,11,Gallery Place-Chinatown,AM Peak,1765.6
2011,12,Gallery Place-Chinatown,AM Peak,1555.9
2012,1,Gallery Place-Chinatown,AM Peak,1779.9
2012,2,Gallery Place-Chinatown,AM Peak,1785
2012,3,Gallery Place-Chinatown,AM Peak,1783
2012,4,Gallery Place-Chinatown,AM Peak,1758
2012,5,Gallery Place-Chinatown,AM Peak,1740.2
2012,6,Gallery Place-Chinatown,AM Peak,1810
2012,7,Gallery Place-Chinatown,AM Peak,1735.3
2012,8,Gallery Place-Chinatown,AM Peak,1645.3
2012,9,Gallery Place-Chinatown,AM Peak,1767.9
2012,10,Gallery Place-Chinatown,AM Peak,1732.8
2012,11,Gallery Place-Chinatown,AM Peak,1662.9
2012,12,Gallery Place-Chinatown,AM Peak,1469.3
2013,1,Gallery Place-Chinatown,AM Peak,1729.1
2013,2,Gallery Place-Chinatown,AM Peak,1799.1
2013,3,Gallery Place-Chinatown,AM Peak,1754.3
2013,4,Gallery Place-Chinatown,AM Peak,1792.3
2013,5,Gallery Place-Chinatown,AM Peak,1748.4
2013,6,Gallery Place-Chinatown,AM Peak,1827
2013,7,Gallery Place-Chinatown,AM Peak,1766.7
2013,8,Gallery Place-Chinatown,AM Peak,1669.8
2013,9,Gallery Place-Chinatown,AM Peak,1787.4
2013,10,Gallery Place-Chinatown,AM Peak,1684.8
2013,11,Gallery Place-Chinatown,AM Peak,1720.9
2013,12,Gallery Place-Chinatown,AM Peak,1448.6
2014,1,Gallery Place-Chinatown,AM Peak,1704.6
2014,2,Gallery Place-Chinatown,AM Peak,1746.5
2014,3,Gallery Place-Chinatown,AM Peak,1766.9
2014,4,Gallery Place-Chinatown,AM Peak,1795.3
2014,5,Gallery Place-Chinatown,AM Peak,1790.3
2014,6,Gallery Place-Chinatown,AM Peak,1901.8
2014,7,Gallery Place-Chinatown,AM Peak,1825.6
2014,8,Gallery Place-Chinatown,AM Peak,1710.3
2014,9,Gallery Place-Chinatown,AM Peak,1803.2
2014,10,Gallery Place-Chinatown,AM Peak,1819.5
2014,11,Gallery Place-Chinatown,AM Peak,1734.8
2014,12,Gallery Place-Chinatown,AM Peak,1561
2010,9,Georgia Avenue-Petworth,AM Peak,2171.9
2010,10,Georgia Avenue-Petworth,AM Peak,2191.2
2010,11,Georgia Avenue-Petworth,AM Peak,2190.6
2010,12,Georgia Avenue-Petworth,AM Peak,1969.4
2011,1,Georgia Avenue-Petworth,AM Peak,2196.1
2011,2,Georgia Avenue-Petworth,AM Peak,2411.2
2011,3,Georgia Avenue-Petworth,AM Peak,2452.6
2011,4,Georgia Avenue-Petworth,AM Peak,2350.2
2011,5,Georgia Avenue-Petworth,AM Peak,2385
2011,6,Georgia Avenue-Petworth,AM Peak,2389.8
2011,7,Georgia Avenue-Petworth,AM Peak,2324.5
2011,8,Georgia Avenue-Petworth,AM Peak,2177.7
2011,9,Georgia Avenue-Petworth,AM Peak,2497.1
2011,10,Georgia Avenue-Petworth,AM Peak,2527
2011,11,Georgia Avenue-Petworth,AM Peak,2489
2011,12,Georgia Avenue-Petworth,AM Peak,2243.1
2012,1,Georgia Avenue-Petworth,AM Peak,2520.5
2012,2,Georgia Avenue-Petworth,AM Peak,2609.6
2012,3,Georgia Avenue-Petworth,AM Peak,2579
2012,4,Georgia Avenue-Petworth,AM Peak,2453.9
2012,5,Georgia Avenue-Petworth,AM Peak,2583
2012,6,Georgia Avenue-Petworth,AM Peak,2491
2012,7,Georgia Avenue-Petworth,AM Peak,2364.3
2012,8,Georgia Avenue-Petworth,AM Peak,2204
2012,9,Georgia Avenue-Petworth,AM Peak,2590.2
2012,10,Georgia Avenue-Petworth,AM Peak,2606.2
2012,11,Georgia Avenue-Petworth,AM Peak,2540.2
2012,12,Georgia Avenue-Petworth,AM Peak,2238.7
2013,1,Georgia Avenue-Petworth,AM Peak,2587.3
2013,2,Georgia Avenue-Petworth,AM Peak,2748.9
2013,3,Georgia Avenue-Petworth,AM Peak,2635.8
2013,4,Georgia Avenue-Petworth,AM Peak,2642.3
2013,5,Georgia Avenue-Petworth,AM Peak,2657.2
2013,6,Georgia Avenue-Petworth,AM Peak,2652.9
2013,7,Georgia Avenue-Petworth,AM Peak,2545.2
2013,8,Georgia Avenue-Petworth,AM Peak,2410.3
2013,9,Georgia Avenue-Petworth,AM Peak,2689.4
2013,10,Georgia Avenue-Petworth,AM Peak,2564.4
2013,11,Georgia Avenue-Petworth,AM Peak,2659.1
2013,12,Georgia Avenue-Petworth,AM Peak,2245.5
2014,1,Georgia Avenue-Petworth,AM Peak,2565.6
2014,2,Georgia Avenue-Petworth,AM Peak,2725.2
2014,3,Georgia Avenue-Petworth,AM Peak,2679.4
2014,4,Georgia Avenue-Petworth,AM Peak,2750.5
2014,5,Georgia Avenue-Petworth,AM Peak,2790.9
2014,6,Georgia Avenue-Petworth,AM Peak,2731.4
2014,7,Georgia Avenue-Petworth,AM Peak,2681.8
2014,8,Georgia Avenue-Petworth,AM Peak,2490
2014,9,Georgia Avenue-Petworth,AM Peak,2801.8
2014,10,Georgia Avenue-Petworth,AM Peak,2812.4
2014,11,Georgia Avenue-Petworth,AM Peak,2720.2
2014,12,Georgia Avenue-Petworth,AM Peak,2431.6
2010,9,Glenmont,AM Peak,4142.1
2010,10,Glenmont,AM Peak,4143.7
2010,11,Glenmont,AM Peak,3974.8
2010,12,Glenmont,AM Peak,3644.7
2011,1,Glenmont,AM Peak,3845.7
2011,2,Glenmont,AM Peak,4099.1
2011,3,Glenmont,AM Peak,4156.2
2011,4,Glenmont,AM Peak,4068.2
2011,5,Glenmont,AM Peak,4128.9
2011,6,Glenmont,AM Peak,4233.8
2011,7,Glenmont,AM Peak,4123.6
2011,8,Glenmont,AM Peak,3987
2011,9,Glenmont,AM Peak,4177.2
2011,10,Glenmont,AM Peak,4188.2
2011,11,Glenmont,AM Peak,4017.1
2011,12,Glenmont,AM Peak,3673.3
2012,1,Glenmont,AM Peak,4056.6
2012,2,Glenmont,AM Peak,4159.4
2012,3,Glenmont,AM Peak,4157
2012,4,Glenmont,AM Peak,4183.7
2012,5,Glenmont,AM Peak,4336.7
2012,6,Glenmont,AM Peak,4416.5
2012,7,Glenmont,AM Peak,4288
2012,8,Glenmont,AM Peak,4115
2012,9,Glenmont,AM Peak,4391.2
2012,10,Glenmont,AM Peak,4019.3
2012,11,Glenmont,AM Peak,4200.3
2012,12,Glenmont,AM Peak,3687.4
2013,1,Glenmont,AM Peak,4154.5
2013,2,Glenmont,AM Peak,4389.2
2013,3,Glenmont,AM Peak,4144.3
2013,4,Glenmont,AM Peak,4452.8
2013,5,Glenmont,AM Peak,4379.4
2013,6,Glenmont,AM Peak,4436
2013,7,Glenmont,AM Peak,4226.6
2013,8,Glenmont,AM Peak,4047
2013,9,Glenmont,AM Peak,4436.4
2013,10,Glenmont,AM Peak,4032.5
2013,11,Glenmont,AM Peak,4255.3
2013,12,Glenmont,AM Peak,3632.1
2014,1,Glenmont,AM Peak,3926
2014,2,Glenmont,AM Peak,4043.6
2014,3,Glenmont,AM Peak,4060.3
2014,4,Glenmont,AM Peak,4360.3
2014,5,Glenmont,AM Peak,4377.3
2014,6,Glenmont,AM Peak,4485.9
2014,7,Glenmont,AM Peak,4413.5
2014,8,Glenmont,AM Peak,4127.1
2014,9,Glenmont,AM Peak,4444.1
2014,10,Glenmont,AM Peak,4434.9
2014,11,Glenmont,AM Peak,4162.7
2014,12,Glenmont,AM Peak,3753
2010,9,Greenbelt,AM Peak,4397
2010,10,Greenbelt,AM Peak,4404.6
2010,11,Greenbelt,AM Peak,4138
2010,12,Greenbelt,AM Peak,3758.8
2011,1,Greenbelt,AM Peak,3932.9
2011,2,Greenbelt,AM Peak,4124.5
2011,3,Greenbelt,AM Peak,4298.5
2011,4,Greenbelt,AM Peak,4207
2011,5,Greenbelt,AM Peak,4261.7
2011,6,Greenbelt,AM Peak,4464.6
2011,7,Greenbelt,AM Peak,4235.9
2011,8,Greenbelt,AM Peak,4141.7
2011,9,Greenbelt,AM Peak,4311
2011,10,Greenbelt,AM Peak,4298.1
2011,11,Greenbelt,AM Peak,4199.9
2011,12,Greenbelt,AM Peak,3782.3
2012,1,Greenbelt,AM Peak,4031.1
2012,2,Greenbelt,AM Peak,4093.1
2012,3,Greenbelt,AM Peak,4128.6
2012,4,Greenbelt,AM Peak,4105.4
2012,5,Greenbelt,AM Peak,4121
2012,6,Greenbelt,AM Peak,4268.9
2012,7,Greenbelt,AM Peak,4164.6
2012,8,Greenbelt,AM Peak,3951.6
2012,9,Greenbelt,AM Peak,4186.4
2012,10,Greenbelt,AM Peak,3855.8
2012,11,Greenbelt,AM Peak,4018.1
2012,12,Greenbelt,AM Peak,3510.9
2013,1,Greenbelt,AM Peak,3876
2013,2,Greenbelt,AM Peak,4110.1
2013,3,Greenbelt,AM Peak,3868.1
2013,4,Greenbelt,AM Peak,4101
2013,5,Greenbelt,AM Peak,4077.6
2013,6,Greenbelt,AM Peak,4160.2
2013,7,Greenbelt,AM Peak,4054.8
2013,8,Greenbelt,AM Peak,3891.5
2013,9,Greenbelt,AM Peak,4170.7
2013,10,Greenbelt,AM Peak,3588.9
2013,11,Greenbelt,AM Peak,3865.8
2013,12,Greenbelt,AM Peak,3367.1
2014,1,Greenbelt,AM Peak,3467.9
2014,2,Greenbelt,AM Peak,3467.6
2014,3,Greenbelt,AM Peak,3614
2014,4,Greenbelt,AM Peak,4025.3
2014,5,Greenbelt,AM Peak,3971.4
2014,6,Greenbelt,AM Peak,4141.1
2014,7,Greenbelt,AM Peak,4010.4
2014,8,Greenbelt,AM Peak,3856.5
2014,9,Greenbelt,AM Peak,4038.7
2014,10,Greenbelt,AM Peak,4007.8
2014,11,Greenbelt,AM Peak,3745.8
2014,12,Greenbelt,AM Peak,3431.2
2014,6,Greensboro,AM Peak,0
2014,7,Greensboro,AM Peak,68.8
2014,8,Greensboro,AM Peak,203.2
2014,9,Greensboro,AM Peak,237.6
2014,10,Greensboro,AM Peak,250.8
2014,11,Greensboro,AM Peak,246.8
2014,12,Greensboro,AM Peak,222.4
2010,9,Grosvenor,AM Peak,3795
2010,10,Grosvenor,AM Peak,3795
2010,11,Grosvenor,AM Peak,3609.9
2010,12,Grosvenor,AM Peak,3260.6
2011,1,Grosvenor,AM Peak,3622.3
2011,2,Grosvenor,AM Peak,3855.7
2011,3,Grosvenor,AM Peak,3904.8
2011,4,Grosvenor,AM Peak,3771.2
2011,5,Grosvenor,AM Peak,3883.8
2011,6,Grosvenor,AM Peak,3986.4
2011,7,Grosvenor,AM Peak,3882.3
2011,8,Grosvenor,AM Peak,3596.7
2011,9,Grosvenor,AM Peak,3893.7
2011,10,Grosvenor,AM Peak,3959.3
2011,11,Grosvenor,AM Peak,3840.4
2011,12,Grosvenor,AM Peak,3377.9
2012,1,Grosvenor,AM Peak,3857.5
2012,2,Grosvenor,AM Peak,3925
2012,3,Grosvenor,AM Peak,3928.3
2012,4,Grosvenor,AM Peak,3780
2012,5,Grosvenor,AM Peak,3818
2012,6,Grosvenor,AM Peak,3914.7
2012,7,Grosvenor,AM Peak,3697.4
2012,8,Grosvenor,AM Peak,3504
2012,9,Grosvenor,AM Peak,3842.4
2012,10,Grosvenor,AM Peak,3867.7
2012,11,Grosvenor,AM Peak,3680.7
2012,12,Grosvenor,AM Peak,3072.6
2013,1,Grosvenor,AM Peak,3712.6
2013,2,Grosvenor,AM Peak,3887.7
2013,3,Grosvenor,AM Peak,3617.1
2013,4,Grosvenor,AM Peak,3894.7
2013,5,Grosvenor,AM Peak,3827.8
2013,6,Grosvenor,AM Peak,3919.9
2013,7,Grosvenor,AM Peak,3742.1
2013,8,Grosvenor,AM Peak,3524.2
2013,9,Grosvenor,AM Peak,3876.8
2013,10,Grosvenor,AM Peak,3539.9
2013,11,Grosvenor,AM Peak,3692.3
2013,12,Grosvenor,AM Peak,3088.4
2014,1,Grosvenor,AM Peak,3463.2
2014,2,Grosvenor,AM Peak,3550
2014,3,Grosvenor,AM Peak,3482.7
2014,4,Grosvenor,AM Peak,3786.7
2014,5,Grosvenor,AM Peak,3794.5
2014,6,Grosvenor,AM Peak,3905.3
2014,7,Grosvenor,AM Peak,3769.5
2014,8,Grosvenor,AM Peak,3423.5
2014,9,Grosvenor,AM Peak,3834.4
2014,10,Grosvenor,AM Peak,3835.1
2014,11,Grosvenor,AM Peak,3616.2
2014,12,Grosvenor,AM Peak,3156
2010,9,Huntington,AM Peak,6341.6
2010,10,Huntington,AM Peak,6497.2
2010,11,Huntington,AM Peak,6125.8
2010,12,Huntington,AM Peak,5606.9
2011,1,Huntington,AM Peak,6160.8
2011,2,Huntington,AM Peak,6398.5
2011,3,Huntington,AM Peak,6669.3
2011,4,Huntington,AM Peak,6541.3
2011,5,Huntington,AM Peak,6585.3
2011,6,Huntington,AM Peak,6652.9
2011,7,Huntington,AM Peak,6430.6
2011,8,Huntington,AM Peak,6173.5
2011,9,Huntington,AM Peak,6440
2011,10,Huntington,AM Peak,6597.6
2011,11,Huntington,AM Peak,6282.3
2011,12,Huntington,AM Peak,5669
2012,1,Huntington,AM Peak,6106
2012,2,Huntington,AM Peak,6453.3
2012,3,Huntington,AM Peak,6468.8
2012,4,Huntington,AM Peak,6363.8
2012,5,Huntington,AM Peak,6393.4
2012,6,Huntington,AM Peak,6425.7
2012,7,Huntington,AM Peak,6180.4
2012,8,Huntington,AM Peak,5934.8
2012,9,Huntington,AM Peak,6286.2
2012,10,Huntington,AM Peak,5992.4
2012,11,Huntington,AM Peak,5896.8
2012,12,Huntington,AM Peak,5213.1
2013,1,Huntington,AM Peak,5966.2
2013,2,Huntington,AM Peak,6253.6
2013,3,Huntington,AM Peak,5846.7
2013,4,Huntington,AM Peak,6256.5
2013,5,Huntington,AM Peak,6095.8
2013,6,Huntington,AM Peak,6167.9
2013,7,Huntington,AM Peak,5902.6
2013,8,Huntington,AM Peak,5684.3
2013,9,Huntington,AM Peak,6056.5
2013,10,Huntington,AM Peak,5490.6
2013,11,Huntington,AM Peak,5691.7
2013,12,Huntington,AM Peak,4792
2014,1,Huntington,AM Peak,5244.6
2014,2,Huntington,AM Peak,5435.7
2014,3,Huntington,AM Peak,5367.4
2014,4,Huntington,AM Peak,5908.8
2014,5,Huntington,AM Peak,5790.8
2014,6,Huntington,AM Peak,5965.6
2014,7,Huntington,AM Peak,5808.1
2014,8,Huntington,AM Peak,5521.4
2014,9,Huntington,AM Peak,5857.1
2014,10,Huntington,AM Peak,5881
2014,11,Huntington,AM Peak,5411.8
2014,12,Huntington,AM Peak,4850.4
2010,9,Judiciary Square,AM Peak,479.5
2010,10,Judiciary Square,AM Peak,508.3
2010,11,Judiciary Square,AM Peak,482.7
2010,12,Judiciary Square,AM Peak,439
2011,1,Judiciary Square,AM Peak,481.2
2011,2,Judiciary Square,AM Peak,495.5
2011,3,Judiciary Square,AM Peak,533.9
2011,4,Judiciary Square,AM Peak,500.2
2011,5,Judiciary Square,AM Peak,495
2011,6,Judiciary Square,AM Peak,531.7
2011,7,Judiciary Square,AM Peak,535.5
2011,8,Judiciary Square,AM Peak,478
2011,9,Judiciary Square,AM Peak,517.5
2011,10,Judiciary Square,AM Peak,537.1
2011,11,Judiciary Square,AM Peak,508.3
2011,12,Judiciary Square,AM Peak,449.5
2012,1,Judiciary Square,AM Peak,518
2012,2,Judiciary Square,AM Peak,533.7
2012,3,Judiciary Square,AM Peak,530.2
2012,4,Judiciary Square,AM Peak,492.7
2012,5,Judiciary Square,AM Peak,496.5
2012,6,Judiciary Square,AM Peak,531.8
2012,7,Judiciary Square,AM Peak,505.6
2012,8,Judiciary Square,AM Peak,476.2
2012,9,Judiciary Square,AM Peak,521.5
2012,10,Judiciary Square,AM Peak,518.3
2012,11,Judiciary Square,AM Peak,495.5
2012,12,Judiciary Square,AM Peak,409.5
2013,1,Judiciary Square,AM Peak,471.3
2013,2,Judiciary Square,AM Peak,493.9
2013,3,Judiciary Square,AM Peak,480.3
2013,4,Judiciary Square,AM Peak,480.2
2013,5,Judiciary Square,AM Peak,494.8
2013,6,Judiciary Square,AM Peak,523.4
2013,7,Judiciary Square,AM Peak,516.8
2013,8,Judiciary Square,AM Peak,457.9
2013,9,Judiciary Square,AM Peak,489.2
2013,10,Judiciary Square,AM Peak,460.4
2013,11,Judiciary Square,AM Peak,472.7
2013,12,Judiciary Square,AM Peak,399.2
2014,1,Judiciary Square,AM Peak,450.8
2014,2,Judiciary Square,AM Peak,475.2
2014,3,Judiciary Square,AM Peak,478
2014,4,Judiciary Square,AM Peak,502
2014,5,Judiciary Square,AM Peak,505.3
2014,6,Judiciary Square,AM Peak,577
2014,7,Judiciary Square,AM Peak,588.6
2014,8,Judiciary Square,AM Peak,503.8
2014,9,Judiciary Square,AM Peak,529.9
2014,10,Judiciary Square,AM Peak,550.5
2014,11,Judiciary Square,AM Peak,515.4
2014,12,Judiciary Square,AM Peak,448
2010,9,King Street,AM Peak,3036.8
2010,10,King Street,AM Peak,3062.8
2010,11,King Street,AM Peak,2800.5
2010,12,King Street,AM Peak,2543.3
2011,1,King Street,AM Peak,2838.8
2011,2,King Street,AM Peak,2941.1
2011,3,King Street,AM Peak,3153.9
2011,4,King Street,AM Peak,3106
2011,5,King Street,AM Peak,3143.3
2011,6,King Street,AM Peak,3309.7
2011,7,King Street,AM Peak,3173
2011,8,King Street,AM Peak,2883.4
2011,9,King Street,AM Peak,2968.7
2011,10,King Street,AM Peak,3084.7
2011,11,King Street,AM Peak,2936.2
2011,12,King Street,AM Peak,2567.8
2012,1,King Street,AM Peak,2920.2
2012,2,King Street,AM Peak,2914.1
2012,3,King Street,AM Peak,3145.8
2012,4,King Street,AM Peak,3108.5
2012,5,King Street,AM Peak,3050.4
2012,6,King Street,AM Peak,2992.7
2012,7,King Street,AM Peak,2959.1
2012,8,King Street,AM Peak,2776.8
2012,9,King Street,AM Peak,2989.6
2012,10,King Street,AM Peak,2699.7
2012,11,King Street,AM Peak,2744.2
2012,12,King Street,AM Peak,2364.1
2013,1,King Street,AM Peak,2753.4
2013,2,King Street,AM Peak,2877.1
2013,3,King Street,AM Peak,2956.1
2013,4,King Street,AM Peak,3113.7
2013,5,King Street,AM Peak,3003.4
2013,6,King Street,AM Peak,3196.9
2013,7,King Street,AM Peak,3069.7
2013,8,King Street,AM Peak,2841.3
2013,9,King Street,AM Peak,3077.3
2013,10,King Street,AM Peak,2779.2
2013,11,King Street,AM Peak,2811.6
2013,12,King Street,AM Peak,2315.2
2014,1,King Street,AM Peak,2570.1
2014,2,King Street,AM Peak,2663.9
2014,3,King Street,AM Peak,2825.3
2014,4,King Street,AM Peak,3109.5
2014,5,King Street,AM Peak,3068
2014,6,King Street,AM Peak,3160.5
2014,7,King Street,AM Peak,3162.1
2014,8,King Street,AM Peak,2899.6
2014,9,King Street,AM Peak,3033.2
2014,10,King Street,AM Peak,3027.1
2014,11,King Street,AM Peak,2755.4
2014,12,King Street,AM Peak,2367.5
2010,9,L'Enfant Plaza,AM Peak,2883
2010,10,L'Enfant Plaza,AM Peak,2910.3
2010,11,L'Enfant Plaza,AM Peak,2782.1
2010,12,L'Enfant Plaza,AM Peak,2545
2011,1,L'Enfant Plaza,AM Peak,2861
2011,2,L'Enfant Plaza,AM Peak,3029.6
2011,3,L'Enfant Plaza,AM Peak,3109.7
2011,4,L'Enfant Plaza,AM Peak,3019.9
2011,5,L'Enfant Plaza,AM Peak,3026
2011,6,L'Enfant Plaza,AM Peak,3114.2
2011,7,L'Enfant Plaza,AM Peak,2969.5
2011,8,L'Enfant Plaza,AM Peak,2885.2
2011,9,L'Enfant Plaza,AM Peak,2960.9
2011,10,L'Enfant Plaza,AM Peak,3117.8
2011,11,L'Enfant Plaza,AM Peak,3011
2011,12,L'Enfant Plaza,AM Peak,2678.3
2012,1,L'Enfant Plaza,AM Peak,3071.1
2012,2,L'Enfant Plaza,AM Peak,3099
2012,3,L'Enfant Plaza,AM Peak,3070
2012,4,L'Enfant Plaza,AM Peak,2977.5
2012,5,L'Enfant Plaza,AM Peak,3022.8
2012,6,L'Enfant Plaza,AM Peak,2959.3
2012,7,L'Enfant Plaza,AM Peak,2905.9
2012,8,L'Enfant Plaza,AM Peak,2753.1
2012,9,L'Enfant Plaza,AM Peak,2890.9
2012,10,L'Enfant Plaza,AM Peak,2829.1
2012,11,L'Enfant Plaza,AM Peak,2779.5
2012,12,L'Enfant Plaza,AM Peak,2467.4
2013,1,L'Enfant Plaza,AM Peak,2884.7
2013,2,L'Enfant Plaza,AM Peak,3038.4
2013,3,L'Enfant Plaza,AM Peak,2843.4
2013,4,L'Enfant Plaza,AM Peak,2936.6
2013,5,L'Enfant Plaza,AM Peak,2858.6
2013,6,L'Enfant Plaza,AM Peak,2950
2013,7,L'Enfant Plaza,AM Peak,2861.2
2013,8,L'Enfant Plaza,AM Peak,2736.3
2013,9,L'Enfant Plaza,AM Peak,2805
2013,10,L'Enfant Plaza,AM Peak,2495.1
2013,11,L'Enfant Plaza,AM Peak,2733.3
2013,12,L'Enfant Plaza,AM Peak,2299
2014,1,L'Enfant Plaza,AM Peak,2582.3
2014,2,L'Enfant Plaza,AM Peak,2612.5
2014,3,L'Enfant Plaza,AM Peak,2591.4
2014,4,L'Enfant Plaza,AM Peak,2778.1
2014,5,L'Enfant Plaza,AM Peak,2666
2014,6,L'Enfant Plaza,AM Peak,2408.1
2014,7,L'Enfant Plaza,AM Peak,2558.5
2014,8,L'Enfant Plaza,AM Peak,2475.6
2014,9,L'Enfant Plaza,AM Peak,2787.1
2014,10,L'Enfant Plaza,AM Peak,2779
2014,11,L'Enfant Plaza,AM Peak,2598.8
2014,12,L'Enfant Plaza,AM Peak,2422.5
2010,9,Landover,AM Peak,1720.5
2010,10,Landover,AM Peak,1690.8
2010,11,Landover,AM Peak,1596.6
2010,12,Landover,AM Peak,1456.2
2011,1,Landover,AM Peak,1517.6
2011,2,Landover,AM Peak,1636.3
2011,3,Landover,AM Peak,1687.6
2011,4,Landover,AM Peak,1646.3
2011,5,Landover,AM Peak,1676.2
2011,6,Landover,AM Peak,1664.6
2011,7,Landover,AM Peak,1610.8
2011,8,Landover,AM Peak,1596.2
2011,9,Landover,AM Peak,1704.1
2011,10,Landover,AM Peak,1703.8
2011,11,Landover,AM Peak,1651.8
2011,12,Landover,AM Peak,1478
2012,1,Landover,AM Peak,1584.3
2012,2,Landover,AM Peak,1583.3
2012,3,Landover,AM Peak,1541.3
2012,4,Landover,AM Peak,1527.8
2012,5,Landover,AM Peak,1556.3
2012,6,Landover,AM Peak,1522.9
2012,7,Landover,AM Peak,1433.1
2012,8,Landover,AM Peak,1454.2
2012,9,Landover,AM Peak,1511.4
2012,10,Landover,AM Peak,1493.4
2012,11,Landover,AM Peak,1405.1
2012,12,Landover,AM Peak,1248.5
2013,1,Landover,AM Peak,1340.6
2013,2,Landover,AM Peak,1449.7
2013,3,Landover,AM Peak,1375.8
2013,4,Landover,AM Peak,1458.9
2013,5,Landover,AM Peak,1451.6
2013,6,Landover,AM Peak,1414.3
2013,7,Landover,AM Peak,1382.3
2013,8,Landover,AM Peak,1364.2
2013,9,Landover,AM Peak,1466.7
2013,10,Landover,AM Peak,1261.8
2013,11,Landover,AM Peak,1353.4
2013,12,Landover,AM Peak,1198
2014,1,Landover,AM Peak,1213.5
2014,2,Landover,AM Peak,1279
2014,3,Landover,AM Peak,1258.6
2014,4,Landover,AM Peak,1387.7
2014,5,Landover,AM Peak,1385.7
2014,6,Landover,AM Peak,1375.6
2014,7,Landover,AM Peak,1345.2
2014,8,Landover,AM Peak,1276.5
2014,9,Landover,AM Peak,1386.3
2014,10,Landover,AM Peak,1359.6
2014,11,Landover,AM Peak,1269.6
2014,12,Landover,AM Peak,1149
2010,9,Largo Town Center,AM Peak,3487.3
2010,10,Largo Town Center,AM Peak,3432.9
2010,11,Largo Town Center,AM Peak,3257.6
2010,12,Largo Town Center,AM Peak,3020.4
2011,1,Largo Town Center,AM Peak,3202.9
2011,2,Largo Town Center,AM Peak,3343.8
2011,3,Largo Town Center,AM Peak,3391.2
2011,4,Largo Town Center,AM Peak,3310.4
2011,5,Largo Town Center,AM Peak,3375.9
2011,6,Largo Town Center,AM Peak,3461
2011,7,Largo Town Center,AM Peak,3356.2
2011,8,Largo Town Center,AM Peak,3136.6
2011,9,Largo Town Center,AM Peak,3169.5
2011,10,Largo Town Center,AM Peak,3204.1
2011,11,Largo Town Center,AM Peak,3119.2
2011,12,Largo Town Center,AM Peak,2926.6
2012,1,Largo Town Center,AM Peak,3217.2
2012,2,Largo Town Center,AM Peak,3269.2
2012,3,Largo Town Center,AM Peak,3312.3
2012,4,Largo Town Center,AM Peak,3247.2
2012,5,Largo Town Center,AM Peak,3322.7
2012,6,Largo Town Center,AM Peak,3444.4
2012,7,Largo Town Center,AM Peak,3387.9
2012,8,Largo Town Center,AM Peak,3300.3
2012,9,Largo Town Center,AM Peak,3359.4
2012,10,Largo Town Center,AM Peak,3021
2012,11,Largo Town Center,AM Peak,3144.2
2012,12,Largo Town Center,AM Peak,2777.3
2013,1,Largo Town Center,AM Peak,3119.9
2013,2,Largo Town Center,AM Peak,3291.3
2013,3,Largo Town Center,AM Peak,3086.2
2013,4,Largo Town Center,AM Peak,3273
2013,5,Largo Town Center,AM Peak,3221
2013,6,Largo Town Center,AM Peak,3373.2
2013,7,Largo Town Center,AM Peak,3323.3
2013,8,Largo Town Center,AM Peak,3206
2013,9,Largo Town Center,AM Peak,3352
2013,10,Largo Town Center,AM Peak,2887.5
2013,11,Largo Town Center,AM Peak,3110.8
2013,12,Largo Town Center,AM Peak,2704
2014,1,Largo Town Center,AM Peak,2855.5
2014,2,Largo Town Center,AM Peak,2943.1
2014,3,Largo Town Center,AM Peak,2906.4
2014,4,Largo Town Center,AM Peak,3231.9
2014,5,Largo Town Center,AM Peak,3229.9
2014,6,Largo Town Center,AM Peak,3345
2014,7,Largo Town Center,AM Peak,3383.5
2014,8,Largo Town Center,AM Peak,3219.8
2014,9,Largo Town Center,AM Peak,3304
2014,10,Largo Town Center,AM Peak,3325.8
2014,11,Largo Town Center,AM Peak,3109.2
2014,12,Largo Town Center,AM Peak,2789.5
2013,12,McLean,AM Peak,4
2014,1,McLean,AM Peak,1.5
2014,2,McLean,AM Peak,0
2014,6,McLean,AM Peak,2.3
2014,7,McLean,AM Peak,155.9
2014,8,McLean,AM Peak,547.8
2014,9,McLean,AM Peak,665.8
2014,10,McLean,AM Peak,680.8
2014,11,McLean,AM Peak,630.2
2014,12,McLean,AM Peak,531.4
2010,9,McPherson Square,AM Peak,1629.3
2010,10,McPherson Square,AM Peak,1609.5
2010,11,McPherson Square,AM Peak,1550.5
2010,12,McPherson Square,AM Peak,1388.9
2011,1,McPherson Square,AM Peak,1505.1
2011,2,McPherson Square,AM Peak,1628.3
2011,3,McPherson Square,AM Peak,1688.6
2011,4,McPherson Square,AM Peak,1695.6
2011,5,McPherson Square,AM Peak,1656.5
2011,6,McPherson Square,AM Peak,1748.6
2011,7,McPherson Square,AM Peak,1737.1
2011,8,McPherson Square,AM Peak,1599
2011,9,McPherson Square,AM Peak,1633.4
2011,10,McPherson Square,AM Peak,1659.7
2011,11,McPherson Square,AM Peak,1593.3
2011,12,McPherson Square,AM Peak,1437.1
2012,1,McPherson Square,AM Peak,1572
2012,2,McPherson Square,AM Peak,1623.2
2012,3,McPherson Square,AM Peak,1641.4
2012,4,McPherson Square,AM Peak,1657.1
2012,5,McPherson Square,AM Peak,1638
2012,6,McPherson Square,AM Peak,1709
2012,7,McPherson Square,AM Peak,1690.9
